Ticker,Name,Close,MA5,MA20,MA60,RSI,오늘등락(%),MA20乂(%),Comment,VolumeRatio
BBY,"Best Buy Co., Inc.",79.02999877929688,79.89399871826171,80.87900009155274,76.79150021870932,48.3158077405448,0.45760851497473887,-2.2861327540682375,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,0.892057838877413
EMR,Emerson Electric Company,129.49000549316406,134.24000244140626,132.89450149536134,132.36883455912272,41.806195308180975,-1.521028151530479,-2.561803508714855,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 급증 주의 / 중기 추세 유지,1.6569791884702014
GFS,GlobalFoundries Inc.,34.08000183105469,34.84199981689453,35.009249687194824,34.127583471934,45.87374018800718,-0.987787205048074,-2.654292406843617,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,1.0281153227096884
GEHC,GE HealthCare Technologies Inc.,73.05000305175781,74.32000122070312,75.2314998626709,74.92200012207032,41.82451321750793,-1.510037946389542,-2.8997119755624134,MA5 하향 이탈 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,1.3155645093795956
FTNT,"Fortinet, Inc.",81.79000091552734,84.21199951171874,84.46500015258789,82.43016662597657,42.54493276667692,1.5520238214437487,-3.166991336326408,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,1.3536471624238349
TSLA,"Tesla, Inc.",429.5199890136719,450.0260009765625,445.0660003662109,407.01966654459636,47.113176285163625,-3.675632866235745,-3.4929676362039364,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,1.2170220240976997
PLTR,Palantir Technologies Inc.,177.92999267578125,187.75999755859374,185.39749908447266,174.9909996032715,45.29416628214258,1.6452382598199033,-4.0278355671286565,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,1.3641101505966056
AMD,"Advanced Micro Devices, Inc.",233.5399932861328,247.45399475097656,243.38599853515626,194.16366628011068,51.27205311096754,-1.750106737702306,-4.04542796557018,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,0.8949387487392382
CRM,"Salesforce, Inc.",239.8800048828125,249.52200012207032,251.2125015258789,247.32866719563802,41.28630991817053,0.2549423661383665,-4.511119699151989,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 중기 추세 유지,0.6536235061632777
CEG,Constellation Energy Corporatio,358.3900146484375,362.6940002441406,377.0885009765625,344.74058329264324,46.56205338400042,2.018225761979564,-4.958646651833909,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 급증 주의 / 중기 추세 유지,1.8649632973440036
DELL,Dell Technologies Inc.,146.6999969482422,152.60799865722657,154.68999862670898,140.8789992014567,43.989024132902166,-1.6624184537459619,-5.1651701786796895,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,1.0407775812549693
ON,ON Semiconductor Corporation,47.83000183105469,49.09000015258789,51.10800018310547,50.129166793823245,42.072087017949215,-1.9876996335467245,-6.413865422843079,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,1.0595938956081237
CRL,Charles River Laboratories Inte,168.0500030517578,172.66800231933593,179.9125,166.6605005900065,42.403844851722106,-1.6561339830224564,-6.593481246851763,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 중기 추세 유지,0.781955148233007
TECH,Bio-Techne Corp,57.40999984741211,59.577999114990234,61.767499923706055,57.21099993387858,40.174210627149485,-1.3234796385780845,-7.054680991907136,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,0.895571105081703
SHOP,Shopify Inc.,152.41000366210938,161.052001953125,164.60900115966797,153.03950017293295,40.1996503693906,-2.3325852729660923,-7.410893336097568,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,1.240799735146382
COIN,"Coinbase Global, Inc.",309.1400146484375,312.2800048828125,334.00049743652346,329.8901667277018,42.74498343990928,4.715132230261032,-7.443247234328054,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,1.244967129718577
ARM,Arm Holdings plc,152.3800048828125,160.0459991455078,167.4520004272461,152.4433334350586,40.88462743357475,-3.7093176095971514,-9.00078560183103,MA5 하향 이탈 / 최근 5일 약세 / RSI 40~55 / 거래량 평소 대비 적정 / 중기 추세 유지,1.0956762521777725
